# Las Cruces (Up to date)
# 1785 data points written for 54 variables.
# Simulation warnings:
#   Body calculations may not be entirely accurate at supersonic speeds.
#   Recovery device deployment at high speed (61.3 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
20.532,7176.9,217.51,-13.311,229.58,13.379,1772.9,1.3479,1772.9,0.043561,73.474,1.348,33,-106.98,9.7693,0.034953,-1.9305e-6,-0.55685,-0.011273,24042,0,22.051,0.1079,264.77,179.88,5.5705,0.74238,26002511,0,90.664,0.36843,0.36843,0.23436,0.037823,0.096245,0.005932,0.033247,-4.3766e-4,0,0,0,0,-1.5661e-5,0.028673,15.24,182.41,70.413,0.084006,NaN,-33.412,348.2,311.05,0.05,0.45087
20.582,7187.8,216.84,-13.26,228.93,13.335,1776.5,1.3536,1776.5,0.043657,73.404,1.4088,33,-106.98,9.7693,0.078948,-1.939e-6,-0.22354,-0.0063838,24042,0,22.051,0.1079,264.52,179.88,5.5539,0.74037,25907280,0,90.005,0.36828,0.36829,0.23456,0.037668,0.096051,0.01342,0.074325,1.0033e-4,0,0,0,0,-2.5384e-6,0.028594,15.24,182.41,70.434,0.084843,NaN,-33.516,347.67,310.99,0.05,0.45137
20.632,7198.6,216.18,-13.205,228.28,13.288,1780.2,1.3594,1780.2,0.043753,73.333,1.4884,33,-106.98,9.7693,0.1338,-2.0295e-6,0.2034,-0.0064734,24042,0,22.051,0.1079,264.23,179.88,5.5346,0.73851,25817172,0,89.39,0.36815,0.36817,0.23475,0.037526,0.095871,0.022794,0.12614,-1.0916e-4,0,0,0,0,2.1132e-6,0.028515,15.24,182.41,70.435,0.085792,NaN,-33.619,347.15,310.93,0.05,0.45208
20.682,7209.4,215.52,-13.19,227.63,13.269,1783.9,1.3652,1783.9,0.043849,73.258,1.4448,33,-106.98,9.7692,0.11274,-1.9261e-6,0.85124,-0.0077792,24042,0,22.051,0.1079,264.26,179.88,5.5366,0.73643,2.572e7,0,88.718,0.368,0.36802,0.23496,0.03737,0.09567,0.019169,0.10606,-1.6008e-4,0,0,0,0,3.7236e-5,0.028436,15.24,182.41,70.408,0.086677,NaN,-33.722,346.62,310.86,0.05,0.45309
20.732,7220.2,214.86,-13.188,226.99,13.259,1787.5,1.371,1787.5,0.043944,73.188,1.3685,33,-106.98,9.7692,0.069792,-1.971e-6,1.2179,-0.012098,24042,0,22.051,0.1079,264.38,179.88,5.5448,0.73436,25623171,0,88.054,0.36786,0.36787,0.23517,0.037216,0.095472,0.011829,0.06535,-1.8452e-4,0,0,0,0,7.6675e-5,0.028357,15.24,182.41,70.356,0.087498,NaN,-33.825,346.1,310.8,0.05,0.45391
20.782,7230.9,214.2,-13.186,226.34,13.249,1791.2,1.3768,1791.2,0.04404,73.121,1.2948,33,-106.98,9.7692,0.026851,-2.0069e-6,1.4512,-0.030728,24042,0,22.051,0.1079,264.51,179.88,5.5533,0.73237,25529111,0,87.414,0.36772,0.36773,0.23537,0.037069,0.095281,0.0045368,0.025519,5.7983e-6,0,0,0,0,1.0951e-4,0.028279,15.24,182.41,70.288,0.088114,NaN,-33.927,345.57,310.74,0.05,0.45457
20.832,7241.6,213.55,-13.144,225.7,13.213,1794.8,1.3826,1794.8,0.044136,73.057,1.3445,33,-106.98,9.7691,0.060794,-2.0366e-6,1.5637,-0.016854,24042,0,22.051,0.1079,264.32,179.88,5.5405,0.73076,25448682,0,86.878,0.36762,0.36763,0.23554,0.036951,0.095128,0.010284,0.056425,1.862e-5,0,0,0,0,1.2777e-4,0.028201,15.24,182.41,70.213,0.088395,NaN,-34.029,345.05,310.68,0.05,0.455
20.882,7252.3,212.89,-13.129,225.05,13.195,1798.5,1.3884,1798.5,0.044232,72.989,1.3147,33,-106.98,9.7691,0.044127,-1.9688e-6,1.8776,-0.022044,24042,0,22.051,0.1079,264.34,179.88,5.5418,0.72898,25362397,0,86.301,0.36751,0.36751,0.23573,0.036822,0.094958,0.0074529,0.040886,4.1301e-4,0,0,0,0,1.8517e-4,0.028122,15.24,182.41,70.127,0.088303,NaN,-34.13,344.53,310.62,0.05,0.45567
20.932,7262.9,212.23,-13.148,224.41,13.201,1802.1,1.3943,1802.1,0.044328,72.926,1.1831,33,-106.98,9.7691,0.038759,-1.9818e-6,-1.8909,-0.017972,24042,0,22.051,0.1079,264.3,179.88,5.5395,0.72693,25267031,0,85.659,0.36738,0.36738,0.23594,0.036676,0.094763,0.0065391,0.036171,-3.9601e-4,0,0,0,0,-1.8894e-4,0.028045,15.24,182.41,70.031,0.087928,NaN,-34.232,344.01,310.55,0.05,0.45612
20.982,7273.5,211.57,-13.175,223.77,13.215,1805.8,1.4001,1805.8,0.044425,72.871,1.0292,33,-106.98,9.769,0.13641,-1.873e-6,-1.5271,-0.0033278,24042,0,22.051,0.1079,263.81,179.88,5.5075,0.72477,25167951,0,84.997,0.36724,0.36726,0.23615,0.036523,0.094559,0.023118,0.12776,3.3286e-4,0,0,0,0,-1.2402e-4,0.027967,15.24,182.41,69.944,0.087446,NaN,-34.333,343.5,310.49,0.05,0.45654
21.032,7284.1,210.92,-13.17,223.13,13.206,1809.4,1.406,1809.4,0.044521,72.822,0.96767,33,-106.98,9.769,0.17402,-1.9535e-6,-0.81509,-0.0015413,24042,0,22.051,0.1079,263.59,179.88,5.493,0.72276,25074001,0,84.375,0.36711,0.36714,0.23636,0.036382,0.094368,0.029528,0.16238,1.4361e-4,0,0,0,0,-3.5542e-5,0.02789,15.24,182.41,69.885,0.086929,NaN,-34.433,342.98,310.43,0.05,0.45793
21.082,7294.6,210.26,-13.12,222.5,13.161,1813.1,1.4119,1813.1,0.044617,72.772,1.0375,33,-106.98,9.769,0.12487,-1.9454e-6,-0.15021,-2.8525e-4,24042,0,22.051,0.1079,263.75,179.88,5.5036,0.72098,24988415,0,83.808,0.367,0.36702,0.23655,0.036258,0.0942,0.021117,0.11618,-4.4284e-4,0,0,0,0,-1.2135e-6,0.027813,15.24,182.41,69.862,0.086663,NaN,-34.534,342.47,310.37,0.05,0.4593
21.132,7305.1,209.6,-13.1,221.86,13.139,1816.7,1.4177,1816.7,0.044713,72.719,1.0114,33,-106.98,9.7689,0.13679,-1.9027e-6,0.32173,-3.6109e-4,24042,0,22.051,0.1079,263.64,179.88,5.4961,0.7188,24889209,0,83.151,0.36687,0.36689,0.23677,0.036109,0.093996,0.023128,0.127,-1.1508e-4,0,0,0,0,5.603e-6,0.027736,15.24,182.41,69.866,0.086684,NaN,-34.634,341.96,310.31,0.05,0.46016
21.182,7315.5,208.95,-13.034,221.22,13.082,1820.3,1.4236,1820.3,0.044809,72.668,1.1206,33,-106.98,9.7689,0.057747,-1.8969e-6,0.83586,-0.0029364,24042,0,22.051,0.1079,263.93,179.88,5.5152,0.71692,2.48e7,0,82.567,0.36676,0.36676,0.23696,0.035981,0.093819,0.0097152,0.05346,-1.271e-4,0,0,0,0,3.8033e-5,0.027659,15.24,182.41,69.896,0.087074,NaN,-34.734,341.45,310.25,0.05,0.46092
21.232,7326,208.3,-12.949,220.59,13.013,1824,1.4295,1824,0.044905,72.607,1.2868,33,-106.98,9.7689,0.06192,-1.8985e-6,-0.78994,-0.008917,24042,0,22.051,0.1079,263.86,179.88,5.5108,0.71518,24716890,0,82.025,0.36666,0.36667,0.23714,0.035864,0.093657,0.010413,0.057432,-3.8211e-4,0,0,0,0,-3.4148e-5,0.027582,15.24,182.41,69.939,0.087836,NaN,-34.833,340.94,310.19,0.05,0.46166
21.282,7336.4,207.65,-12.86,219.96,12.944,1827.6,1.4354,1827.6,0.045001,72.539,1.4716,33,-106.98,9.7688,0.19351,-1.861e-6,-0.30078,-0.0052328,24042,0,22.051,0.1079,263.25,179.88,5.4703,0.71357,24637840,0,81.527,0.36658,0.36662,0.23732,0.035756,0.093506,0.032756,0.17923,4.4705e-4,0,0,0,0,-4.9751e-6,0.027505,15.24,182.41,69.968,0.0886,NaN,-34.932,340.43,310.13,0.05,0.46241
21.332,7346.7,207.01,-12.768,219.33,12.877,1831.2,1.4413,1831.2,0.045097,72.46,1.6719,33,-106.98,9.7688,0.33298,-2.1039e-6,0.7732,-0.0056369,24042,0,22.051,0.1079,262.61,179.88,5.4287,0.71219,24566922,0,81.097,0.36651,0.36664,0.23747,0.035665,0.093378,0.056763,0.30779,-2.9758e-4,0,0,0,0,3.3016e-5,0.027429,15.24,182.41,69.959,0.089378,NaN,-35.031,339.93,310.07,0.05,0.46315
21.382,7357.1,206.38,-12.757,218.7,12.861,1834.8,1.4473,1834.8,0.045193,72.376,1.6329,33,-106.98,9.7688,0.3119,-2.1559e-6,2.1825,-0.0062269,24042,0,22.051,0.1079,262.65,179.88,5.4312,0.71038,24481271,0,80.543,0.36641,0.36652,0.23766,0.035546,0.09321,0.053072,0.28805,-3.7844e-4,0,0,0,0,2.645e-4,0.027352,15.24,182.41,69.885,0.08991,NaN,-35.129,339.42,310.01,0.05,0.4639
21.432,7367.4,205.74,-12.811,218.07,12.888,1838.5,1.4532,1838.5,0.045289,72.299,1.4046,33,-106.98,9.7688,0.15962,-2.0215e-6,3.1466,-0.0098719,24042,0,22.051,0.1079,263.24,179.88,5.4701,0.70824,24384465,0,79.899,0.36629,0.36632,0.23787,0.035407,0.093012,0.026917,0.14631,-2.4404e-4,0,0,0,0,5.5335e-4,0.027276,15.24,182.41,69.749,0.090141,NaN,-35.228,338.92,309.95,0.05,0.46464
21.482,7377.6,205.09,-12.867,217.44,12.921,1842.1,1.4591,1842.1,0.045385,72.235,1.1788,33,-106.98,9.7687,0.0021518,-2.042e-6,3.4117,-0.48026,24042,0,22.051,0.1079,263.87,179.88,5.5115,0.70621,24291619,0,79.296,0.36618,0.36618,0.23808,0.035276,0.092824,3.5947e-4,0.0017991,-3.6861e-4,0,0,0,0,6.545e-4,0.027199,15.24,182.41,69.581,0.090145,NaN,-35.326,338.42,309.89,0.05,0.46537
21.532,7387.9,204.45,-12.892,216.82,12.935,1845.7,1.4651,1845.7,0.045481,72.18,1.0504,33,-106.98,9.7687,0.09018,-2.0037e-6,-3.2295,-0.0094832,24042,0,22.051,0.1079,263.44,179.88,5.4831,0.70447,24209073,0,78.776,0.3661,0.36611,0.23827,0.035165,0.092664,0.015128,0.083959,-4.9894e-4,0,0,0,0,-5.8957e-4,0.027124,15.24,182.41,69.413,0.089964,NaN,-35.423,337.92,309.83,0.05,0.46622
21.582,7398.1,203.81,-12.91,216.19,12.945,1849.3,1.4711,1849.3,0.045577,72.13,0.94345,33,-106.98,9.7687,0.16716,-1.9502e-6,-2.7404,-0.0028924,24042,0,22.051,0.1079,263.06,179.88,5.458,0.70272,24126137,0,78.258,0.36601,0.36604,0.23845,0.035055,0.092504,0.028142,0.15426,-3.4504e-4,0,0,0,0,-4.2679e-4,0.027048,15.24,182.41,69.263,0.089738,NaN,-35.52,337.42,309.77,0.05,0.46706
21.632,7408.3,203.16,-12.947,215.57,12.97,1852.9,1.477,1852.9,0.045673,72.086,0.78013,33,-106.98,9.7686,0.28276,-2.1846e-6,-1.8954,-6.2275e-4,24042,0,22.051,0.1079,262.51,179.88,5.4217,0.70064,24031887,0,77.672,0.3659,0.36599,0.23867,0.034924,0.092312,0.047868,0.25969,2.7333e-4,0,0,0,0,-2.0546e-4,0.026973,15.24,182.41,69.145,0.089559,NaN,-35.617,336.93,309.71,0.05,0.46788
21.682,7418.4,202.51,-12.951,214.95,12.97,1856.5,1.483,1856.5,0.045769,72.05,0.70213,33,-106.98,9.7686,0.3367,-2.1229e-6,-0.6563,8.9749e-4,24042,0,22.051,0.1079,262.22,179.88,5.4029,0.69858,23938937,0,77.092,0.3658,0.36593,0.23888,0.034797,0.092125,0.057124,0.30883,-3.0782e-5,0,0,0,0,-2.4789e-5,0.026898,15.24,182.41,69.08,0.089435,NaN,-35.714,336.43,309.66,0.05,0.46865
21.732,7428.5,201.87,-12.894,214.33,12.918,1860.1,1.489,1860.1,0.045866,72.014,0.79103,33,-106.98,9.7686,0.26991,-2.1823e-6,0.54443,2.4932e-4,24042,0,22.051,0.1079,262.46,179.88,5.4184,0.6968,23855337,0,76.562,0.36572,0.3658,0.23907,0.034687,0.091962,0.045599,0.24677,-3.1063e-4,0,0,0,0,1.7153e-5,0.026823,15.24,182.41,69.079,0.089516,NaN,-35.81,335.94,309.6,0.05,0.46952
21.782,7438.6,201.22,-12.822,213.71,12.855,1863.7,1.495,1863.7,0.045962,71.971,0.91284,33,-106.98,9.7685,0.17554,-2.1996e-6,1.3663,-0.0016055,24042,0,22.051,0.1079,262.81,179.88,5.4417,0.69492,23768602,0,76.011,0.36563,0.36566,0.23926,0.034573,0.091791,0.029484,0.16052,2.5559e-4,0,0,0,0,1.0865e-4,0.026748,15.24,182.41,69.128,0.089674,NaN,-35.906,335.45,309.54,0.05,0.47027
21.832,7448.6,200.58,-12.741,213.09,12.785,1867.3,1.501,1867.3,0.046058,71.922,1.062,33,-106.98,9.7685,0.05723,-2.2815e-6,1.8222,-0.008293,24042,0,22.051,0.1079,263.27,179.88,5.472,0.69301,23681083,0,75.461,0.36554,0.36554,0.23946,0.034457,0.091618,0.0095438,0.05222,-2.5031e-5,0,0,0,0,1.9441e-4,0.026673,15.24,182.41,69.209,0.089931,NaN,-36.002,334.96,309.48,0.05,0.47106
21.882,7458.7,199.95,-12.67,212.47,12.725,1870.9,1.5071,1870.9,0.046154,71.865,1.1815,33,-106.98,9.7685,0.042218,-2.281e-6,-1.8206,-0.017631,24042,0,22.051,0.1079,263.28,179.88,5.4728,0.69097,23589490,0,74.892,0.36545,0.36545,0.23967,0.034336,0.091435,0.0070294,0.038828,1.0516e-5,0,0,0,0,-1.9529e-4,0.026599,15.24,182.41,69.302,0.090385,NaN,-36.098,334.47,309.42,0.05,0.47186
21.932,7468.6,199.32,-12.595,211.86,12.664,1874.5,1.5131,1874.5,0.04625,71.803,1.317,33,-106.98,9.7684,0.15367,-2.2591e-6,-1.4855,-0.0071728,24042,0,22.051,0.1079,262.75,179.88,5.4375,0.68904,23501565,0,74.356,0.36536,0.36539,0.23988,0.034221,0.091261,0.025727,0.14028,4.5336e-4,0,0,0,0,-1.3079e-4,0.026524,15.24,182.41,69.386,0.091063,NaN,-36.193,333.99,309.37,0.05,0.47277
21.982,7478.6,198.69,-12.52,211.24,12.605,1878.1,1.5192,1878.1,0.046346,71.734,1.4607,33,-106.98,9.7684,0.26975,-2.2709e-6,-0.70619,-0.006233,24042,0,22.051,0.1079,262.2,179.88,5.4017,0.68727,23419260,0,73.865,0.36528,0.36537,0.24007,0.034117,0.091101,0.045418,0.24509,2.8833e-4,0,0,0,0,-2.9721e-5,0.02645,15.24,182.41,69.443,0.091948,NaN,-36.288,333.5,309.31,0.05,0.47373
22.032,7488.5,198.06,-12.446,210.63,12.549,1881.7,1.5252,1881.7,0.046442,71.657,1.6067,33,-106.98,9.7684,0.38501,-2.2924e-6,0.46786,-0.0053273,24042,0,22.051,0.1079,261.67,179.88,5.3669,0.68573,23344952,0,73.434,0.36523,0.36539,0.24023,0.034028,0.090963,0.065199,0.34948,-3.0625e-4,0,0,0,0,1.3109e-5,0.026375,15.24,182.41,69.451,0.092796,NaN,-36.382,333.02,309.25,0.05,0.47518
22.082,7498.4,197.44,-12.428,210.02,12.53,1885.2,1.5313,1885.2,0.046538,71.576,1.5925,33,-106.98,9.7684,0.38059,-2.3466e-6,1.9229,-0.0045813,24042,0,22.051,0.1079,261.64,179.88,5.3651,0.68396,23262957,0,72.937,0.36515,0.36532,0.24042,0.033925,0.090805,0.064395,0.34486,3.6744e-4,0,0,0,0,2.2266e-4,0.026301,15.24,182.41,69.391,0.09326,NaN,-36.476,332.54,309.19,0.05,0.47606
22.132,7508.2,196.82,-12.427,209.41,12.522,1888.8,1.5373,1888.8,0.046634,71.498,1.5377,33,-106.98,9.7683,0.34265,-2.1524e-6,3.1763,-0.006292,24042,0,22.051,0.1079,261.76,179.88,5.3728,0.68234,23186428,0,72.472,0.36509,0.36522,0.2406,0.033833,0.090661,0.057825,0.30999,-1.8009e-4,0,0,0,0,6.1065e-4,0.026226,15.24,182.41,69.263,0.093464,NaN,-36.57,332.06,309.14,0.05,0.47692
22.182,7518.1,196.2,-12.454,208.8,12.534,1892.4,1.5434,1892.4,0.04673,71.424,1.4073,33,-106.98,9.7683,0.24406,-2.2621e-6,4.2638,-0.0092294,24042,0,22.051,0.1079,262.14,179.88,5.3976,0.68072,2.311e7,0,72.001,0.36503,0.3651,0.24078,0.03374,0.090516,0.040944,0.21977,-1.736e-4,0,0,0,0,0.001106,0.026152,15.24,182.41,69.075,0.093423,NaN,-36.664,331.58,309.08,0.05,0.47779
22.232,7527.9,195.58,-12.508,208.19,12.566,1896,1.5495,1896,0.046826,71.358,1.2086,33,-106.98,9.7683,0.088017,-2.2672e-6,4.8433,-0.023047,24042,0,22.051,0.1079,262.77,179.88,5.4389,0.67902,23030639,0,71.516,0.36497,0.36498,0.24096,0.033644,0.090365,0.014631,0.077776,4.79e-4,0,0,0,0,0.0014348,0.026078,15.24,182.41,68.845,0.093184,NaN,-36.757,331.1,309.02,0.05,0.47862
22.282,7537.6,194.95,-12.58,207.58,12.617,1899.5,1.5556,1899.5,0.046923,71.304,0.96776,33,-106.98,9.7682,0.10683,-2.257e-6,-4.8277,-0.014531,24042,0,22.051,0.1079,262.64,179.88,5.4305,0.67719,22947448,0,71.02,0.3649,0.36491,0.24115,0.033542,0.090204,0.017765,0.097828,-4.6968e-4,0,0,0,0,-0.0014338,0.026005,15.24,182.41,68.601,0.09284,NaN,-36.851,330.62,308.97,0.05,0.47946
22.332,7547.4,194.32,-12.657,206.97,12.677,1903.1,1.5617,1903.1,0.047019,71.262,0.71733,33,-106.98,9.7682,0.30852,-2.385e-6,-4.099,-0.0033736,24042,0,22.051,0.1079,261.72,179.88,5.3702,0.67524,2.286e7,0,70.514,0.36482,0.36493,0.24136,0.033434,0.090031,0.051844,0.2794,-2.9667e-5,0,0,0,0,-0.00104,0.025932,15.24,182.41,68.375,0.09239,NaN,-36.943,330.15,308.91,0.05,0.4805
22.382,7557.1,193.68,-12.705,206.37,12.716,1906.7,1.5679,1906.7,0.047115,71.23,0.547,33,-106.98,9.7682,0.44535,-2.441e-6,-2.7715,-6.2445e-4,24042,0,22.051,0.1079,261.09,179.88,5.3291,0.67332,22774090,0,70.025,0.36475,0.36497,0.24156,0.033328,0.089863,0.075348,0.40216,2.7337e-5,0,0,0,0,-4.7834e-4,0.025859,15.24,182.41,68.201,0.091939,NaN,-37.036,329.68,308.86,0.05,0.48136
22.432,7566.7,193.05,-12.686,205.76,12.698,1910.2,1.574,1910.2,0.047211,71.204,0.54513,33,-106.98,9.7681,0.44824,-2.3781e-6,-1.1907,-0.0012544,24042,0,22.051,0.1079,261.04,179.88,5.3255,0.67168,22697457,0,69.576,0.3647,0.36492,0.24174,0.033239,0.089718,0.075808,0.40429,3.4794e-5,0,0,0,0,-8.8754e-5,0.025786,15.24,182.41,68.102,0.091621,NaN,-37.128,329.21,308.8,0.05,0.48215
22.482,7576.4,192.41,-12.64,205.16,12.654,1913.8,1.5801,1913.8,0.047308,71.175,0.60852,33,-106.98,9.7681,0.39617,-2.3932e-6,0.22708,-3.1787e-4,24042,0,22.051,0.1079,261.21,179.88,5.337,0.66994,22617940,0,69.1,0.36464,0.36482,0.24193,0.033145,0.089566,0.066774,0.35674,-1.4459e-4,0,0,0,0,3.2459e-6,0.025714,15.24,182.41,68.079,0.091456,NaN,-37.22,328.74,308.74,0.05,0.48299
22.532,7586,191.78,-12.586,204.55,12.604,1917.3,1.5863,1917.3,0.047404,71.143,0.68221,33,-106.98,9.7681,0.33173,-2.4336e-6,1.4503,3.1416e-4,24042,0,22.051,0.1079,261.44,179.88,5.3516,0.66797,2.253e7,0,68.574,0.36457,0.36469,0.24214,0.033038,0.089393,0.055681,0.29737,-1.9622e-4,0,0,0,0,1.3324e-4,0.025641,15.24,182.41,68.121,0.091651,NaN,-37.311,328.27,308.69,0.05,0.48381
22.582,7595.5,191.16,-12.503,203.95,12.53,1920.9,1.5925,1920.9,0.0475,71.105,0.831,33,-106.98,9.7681,0.20217,-2.409e-6,2.3678,4.6232e-4,24042,0,22.051,0.1079,261.94,179.88,5.3847,0.66605,22445080,0,68.059,0.36451,0.36455,0.24234,0.032936,0.089226,0.033671,0.18112,2.59e-4,0,0,0,0,3.5732e-4,0.025569,15.24,182.41,68.219,0.09225,NaN,-37.403,327.8,308.63,0.05,0.48463
22.632,7605.1,190.53,-12.414,203.35,12.454,1924.4,1.5987,1924.4,0.047596,71.06,0.99468,33,-106.98,9.768,0.055081,-2.3538e-6,2.7768,-0.0069919,24042,0,22.051,0.1079,262.53,179.88,5.4234,0.66407,22358958,0,67.545,0.36444,0.36444,0.24255,0.032832,0.089055,0.0090935,0.048373,4.0875e-4,0,0,0,0,4.9451e-4,0.025496,15.24,182.41,68.349,0.093147,NaN,-37.494,327.35,308.58,0.05,0.48545
22.682,7614.6,189.92,-12.308,202.76,12.367,1928,1.6048,1928,0.047692,71.005,1.2107,33,-106.98,9.768,0.13906,-2.3248e-6,-2.6727,-0.0072095,24042,0,22.051,0.1079,262.12,179.88,5.3964,0.66229,2.228e7,0,67.087,0.36438,0.3644,0.24274,0.032739,0.0889,0.023052,0.12453,-1.8387e-4,0,0,0,0,-4.6077e-4,0.025424,15.24,182.41,68.488,0.094117,NaN,-37.584,326.91,308.52,0.05,0.48625
22.732,7624.1,189.3,-12.199,202.16,12.284,1931.5,1.611,1931.5,0.047788,70.939,1.4435,33,-106.98,9.768,0.34406,-2.2644e-6,-1.8768,-0.0046934,24042,0,22.051,0.1079,261.2,179.88,5.3361,0.66068,22207012,0,66.684,0.36433,0.36446,0.24292,0.032655,0.088761,0.057651,0.3074,-2.4924e-4,0,0,0,0,-2.284e-4,0.025352,15.24,182.41,68.605,0.095092,NaN,-37.675,326.47,308.47,0.05,0.48717
22.782,7633.5,188.7,-12.133,201.56,12.233,1935.1,1.6172,1935.1,0.047885,70.863,1.5642,33,-106.98,9.7679,0.45412,-2.1642e-6,-0.54484,-0.0036123,24042,0,22.051,0.1079,260.69,179.88,5.3028,0.65889,22128350,0,66.245,0.36428,0.36451,0.24311,0.032563,0.088607,0.076508,0.40621,4.7551e-4,0,0,0,0,-1.9359e-5,0.025279,15.24,182.41,68.667,0.095829,NaN,-37.765,326.04,308.41,0.05,0.48808
22.832,7642.9,188.09,-12.111,200.97,12.212,1938.6,1.6234,1938.6,0.047981,70.784,1.5641,33,-106.98,9.7679,0.46325,-2.0889e-6,0.94675,-0.0028912,24042,0,22.051,0.1079,260.61,179.88,5.2972,0.65698,22045545,0,65.766,0.36422,0.36446,0.24331,0.032465,0.088443,0.078037,0.41377,-6.9806e-5,0,0,0,0,5.8817e-5,0.025207,15.24,182.41,68.657,0.096272,NaN,-37.854,325.6,308.36,0.05,0.48892
22.882,7652.3,187.48,-12.128,200.37,12.216,1942.2,1.6297,1942.2,0.048077,70.708,1.4613,33,-106.98,9.7679,0.38435,-2.0466e-6,2.317,-0.0016027,24042,0,22.051,0.1079,260.89,179.88,5.3157,0.655,21960500,0,65.26,0.36416,0.36432,0.24352,0.032364,0.088273,0.064427,0.34211,-4.9617e-4,0,0,0,0,3.5453e-4,0.025135,15.24,182.41,68.574,0.096311,NaN,-37.944,325.17,308.3,0.05,0.48985
22.932,7661.7,186.88,-12.146,199.78,12.222,1945.7,1.6359,1945.7,0.048173,70.638,1.3605,33,-106.98,9.7679,0.30192,-2.0151e-6,3.3684,-7.1377e-4,24042,0,22.051,0.1079,261.2,179.88,5.3359,0.65327,21884152,0,64.812,0.36411,0.36421,0.2437,0.032277,0.088126,0.050354,0.26753,-1.6339e-4,0,0,0,0,7.5353e-4,0.025063,15.24,182.41,68.431,0.096048,NaN,-38.033,324.73,308.25,0.05,0.49085
22.982,7671,186.27,-12.194,199.19,12.251,1949.2,1.6421,1949.2,0.048269,70.573,1.1849,33,-106.98,9.7678,0.15076,-1.9576e-6,4.1181,8.2919e-4,24042,0,22.051,0.1079,261.8,179.88,5.3755,0.65143,21804249,0,64.341,0.36406,0.36408,0.2439,0.032186,0.087969,0.02492,0.13253,-1.5677e-4,0,0,0,0,0.0011331,0.024991,15.24,182.41,68.242,0.095695,NaN,-38.122,324.3,308.2,0.05,0.49201
23.032,7680.3,185.66,-12.268,198.6,12.305,1952.8,1.6484,1952.8,0.048366,70.52,0.94341,33,-106.98,9.7678,0.065408,-1.9484e-6,-4.2531,0.013823,24042,0,22.051,0.1079,262.12,179.88,5.3967,0.64938,21717616,0,63.84,0.364,0.364,0.24412,0.032085,0.087795,0.010753,0.059377,3.9879e-4,0,0,0,0,-0.0012166,0.02492,15.24,182.41,68.029,0.095355,NaN,-38.211,323.87,308.14,0.05,0.49288
23.082,7689.6,185.04,-12.325,198.01,12.348,1956.3,1.6547,1956.3,0.048462,70.478,0.7539,33,-106.98,9.7678,0.23706,-1.9199e-6,-3.7558,0.0063698,24042,0,22.051,0.1079,261.34,179.88,5.3449,0.64749,21635987,0,63.387,0.36394,0.36401,0.24432,0.031991,0.087635,0.039323,0.21129,3.7888e-4,0,0,0,0,-9.5465e-4,0.024849,15.24,182.41,67.827,0.095104,NaN,-38.299,323.44,308.09,0.05,0.49369
23.132,7698.8,184.42,-12.362,197.42,12.377,1959.8,1.6609,1959.8,0.048558,70.444,0.61959,33,-106.98,9.7677,0.35861,-1.936e-6,-2.8411,0.0049683,24042,0,22.051,0.1079,260.77,179.88,5.308,0.64564,21556341,0,62.95,0.3639,0.36404,0.24452,0.031902,0.087479,0.059852,0.31859,-5.0481e-6,0,0,0,0,-5.4957e-4,0.024778,15.24,182.41,67.661,0.095048,NaN,-38.387,323.01,308.04,0.05,0.49474
23.182,7708,183.81,-12.365,196.83,12.378,1963.3,1.6672,1963.3,0.048654,70.415,0.56806,33,-106.98,9.7677,0.40543,-2.0474e-6,-1.6555,0.0048655,24042,0,22.051,0.1079,260.53,179.88,5.2923,0.64389,2.148e7,0,62.528,0.36385,0.36404,0.24471,0.031817,0.087331,0.067804,0.35878,-3.8323e-4,0,0,0,0,-1.8769e-4,0.024707,15.24,182.41,67.548,0.095254,NaN,-38.475,322.59,307.98,0.05,0.49568
23.232,7717.2,183.19,-12.303,196.25,12.321,1966.8,1.6735,1966.8,0.04875,70.385,0.68061,33,-106.98,9.7677,0.30387,-1.8479e-6,-0.53427,0.0044003,24042,0,22.051,0.1079,260.93,179.88,5.3184,0.64254,21417150,0,62.169,0.36383,0.36393,0.24486,0.031752,0.087218,0.050515,0.26894,-4.7698e-4,0,0,0,0,-1.9636e-5,0.024637,15.24,182.41,67.494,0.0957,NaN,-38.562,322.16,307.93,0.05,0.49652
